gta06_hhld,age,total,Mode
5232,48,438,Auto driver
5232,49,351,Auto driver
5232,50,91,Auto driver
5232,51,412,Auto driver
5232,52,716,Auto driver
5232,53,219,Auto driver
5232,54,572,Auto driver
5232,55,147,Auto driver
5232,56,192,Auto driver
5232,57,208,Auto driver
5232,58,133,Auto driver
5232,59,428,Auto driver
5232,60,122,Auto driver
5232,61,250,Auto driver
5232,62,370,Auto driver
5232,63,75,Auto driver
5232,64,58,Auto driver
5232,65,56,Auto driver
5232,67,55,Auto driver
5232,68,27,Auto driver
5232,69,66,Auto driver
5232,70,53,Auto driver
5232,71,55,Auto driver
5232,72,41,Auto driver
5232,73,58,Auto driver
5232,74,55,Auto driver
5232,75,237,Auto driver
5232,85,43,Auto driver
5232,88,72,Auto driver
5233,17,216,Auto driver
5233,18,100,Auto driver
5233,21,286,Auto driver
5233,31,83,Auto driver
5233,33,62,Auto driver
5233,34,83,Auto driver
5233,35,74,Auto driver
5233,36,83,Auto driver
5233,37,51,Auto driver
5233,40,51,Auto driver
5233,42,99,Auto driver
5233,44,39,Auto driver
5233,46,44,Auto driver
5233,47,47,Auto driver
5233,48,292,Auto driver
5233,49,268,Auto driver
5233,50,69,Auto driver
5233,52,71,Auto driver
5233,53,151,Auto driver
5233,54,97,Auto driver
5233,55,599,Auto driver
5233,57,48,Auto driver
5233,58,48,Auto driver
5233,59,83,Auto driver
5233,60,42,Auto driver
5233,63,58,Auto driver
5233,64,28,Auto driver
5233,65,56,Auto driver
5233,66,41,Auto driver
5233,67,78,Auto driver
5233,69,105,Auto driver
5233,70,27,Auto driver
5233,71,32,Auto driver
5233,73,18,Auto driver
5233,74,18,Auto driver
5233,75,76,Auto driver
5233,78,32,Auto driver
5233,79,21,Auto driver
5233,85,28,Auto driver
5234,37,389,Auto driver
5234,42,568,Auto driver
5234,44,85,Auto driver
5234,53,39,Auto driver
5234,56,39,Auto driver
5234,63,40,Auto driver
5234,67,67,Auto driver
5234,68,53,Auto driver
5234,69,44,Auto driver
5234,73,73,Auto driver
5234,75,44,Auto driver
5234,82,37,Auto driver
5235,23,95,Auto driver
5235,27,143,Auto driver
5235,35,57,Auto driver
5235,37,57,Auto driver
5235,38,84,Auto driver
5235,40,57,Auto driver
5235,45,84,Auto driver
5235,46,67,Auto driver
5235,48,200,Auto driver
5235,51,95,Auto driver
5235,55,57,Auto driver
5235,67,57,Auto driver
5236,24,177,Auto driver
5236,41,197,Auto driver
5236,42,93,Auto driver
5236,44,1014,Auto driver
5236,46,399,Auto driver
5236,47,43,Auto driver
5236,49,189,Auto driver
5236,55,46,Auto driver
5236,57,134,Auto driver
5236,59,40,Auto driver
5236,61,68,Auto driver
5236,63,139,Auto driver
5236,64,158,Auto driver
5236,65,118,Auto driver
5236,67,36,Auto driver
5237,17,91,Auto driver
5237,24,91,Auto driver
5237,28,26,Auto driver
5237,31,28,Auto driver
5237,33,88,Auto driver
5237,34,243,Auto driver
5237,35,377,Auto driver
5237,36,154,Auto driver
5237,37,154,Auto driver
5237,43,197,Auto driver
5237,44,32,Auto driver
5237,47,728,Auto driver
5237,48,252,Auto driver
5237,50,539,Auto driver
5237,52,23,Auto driver
5237,53,182,Auto driver
5237,55,607,Auto driver
5237,56,62,Auto driver
5237,57,452,Auto driver
5237,58,202,Auto driver
5237,59,159,Auto driver
5237,60,401,Auto driver
5237,63,48,Auto driver
5237,64,29,Auto driver
5237,65,90,Auto driver
5237,66,91,Auto driver
5237,67,29,Auto driver
5237,69,207,Auto driver
5237,70,158,Auto driver
5237,71,116,Auto driver
5237,72,29,Auto driver
5237,73,158,Auto driver
5237,74,22,Auto driver
5237,75,32,Auto driver
5237,78,59,Auto driver
5237,99,367,Auto driver
5238,20,92,Auto driver
5238,21,301,Auto driver
5238,22,34,Auto driver
5238,26,65,Auto driver
5238,28,179,Auto driver
5238,30,114,Auto driver
5238,31,77,Auto driver
5238,34,332,Auto driver
5238,35,113,Auto driver
5238,38,132,Auto driver
5238,39,26,Auto driver
5238,40,740,Auto driver
5238,41,421,Auto driver
5238,44,80,Auto driver
5238,46,612,Auto driver
5238,47,92,Auto driver
5238,48,75,Auto driver
5238,49,112,Auto driver
5238,50,332,Auto driver
5238,51,92,Auto driver
5238,52,317,Auto driver
5238,53,63,Auto driver
5238,54,161,Auto driver
5238,57,59,Auto driver
5238,58,101,Auto driver
5238,59,13,Auto driver
5238,61,96,Auto driver
5238,62,39,Auto driver
5238,63,141,Auto driver
5238,64,146,Auto driver
5238,66,38,Auto driver
5238,67,102,Auto driver
5238,70,65,Auto driver
5238,71,167,Auto driver
5238,72,79,Auto driver
5238,73,28,Auto driver
5238,74,201,Auto driver
5238,75,101,Auto driver
5238,76,211,Auto driver
5238,79,37,Auto driver
5239,19,56,Auto driver
5239,21,37,Auto driver
5239,23,111,Auto driver
5239,25,56,Auto driver
5239,31,72,Auto driver
5239,34,136,Auto driver
5239,35,136,Auto driver
5239,37,519,Auto driver
5239,40,79,Auto driver
5239,41,62,Auto driver
5239,44,492,Auto driver
5239,45,19,Auto driver
5239,46,91,Auto driver
5239,47,363,Auto driver
5239,48,56,Auto driver
5239,50,331,Auto driver
5239,51,462,Auto driver
5239,52,87,Auto driver
5239,53,177,Auto driver
5239,56,87,Auto driver
5239,57,158,Auto driver
5239,58,101,Auto driver
5239,59,299,Auto driver
5239,61,150,Auto driver
5239,62,139,Auto driver
5239,64,139,Auto driver
5239,66,91,Auto driver
5239,67,234,Auto driver
5239,68,46,Auto driver
5239,69,107,Auto driver
5239,70,46,Auto driver
5239,74,519,Auto driver
5239,78,65,Auto driver
5239,80,73,Auto driver
5239,84,162,Auto driver
5239,91,97,Auto driver
5240,20,69,Auto driver
5240,24,31,Auto driver
5240,30,105,Auto driver
5240,34,105,Auto driver
5240,43,86,Auto driver
5240,49,27,Auto driver
5240,50,65,Auto driver
5240,52,140,Auto driver
5240,53,31,Auto driver
5240,55,43,Auto driver
5240,60,102,Auto driver
5240,63,117,Auto driver
5240,64,102,Auto driver
5240,66,30,Auto driver
5240,67,342,Auto driver
5240,70,143,Auto driver
5240,72,50,Auto driver
5240,76,33,Auto driver
5240,80,26,Auto driver
5240,83,26,Auto driver
5240,89,37,Auto driver
5241,21,110,Auto driver
5241,22,81,Auto driver
5241,24,91,Auto driver
5241,25,243,Auto driver
5241,26,124,Auto driver
5241,27,81,Auto driver
5241,28,85,Auto driver
5241,29,268,Auto driver
5241,30,140,Auto driver
5241,31,324,Auto driver
5241,32,126,Auto driver
5241,33,169,Auto driver
5241,34,346,Auto driver
5241,35,230,Auto driver
5241,36,624,Auto driver
5241,38,167,Auto driver
5241,39,142,Auto driver
5241,40,398,Auto driver
5241,41,64,Auto driver
5241,42,95,Auto driver
5241,43,638,Auto driver
5241,44,22,Auto driver
5241,45,67,Auto driver
5241,46,113,Auto driver
5241,47,64,Auto driver
5241,48,68,Auto driver
5241,50,22,Auto driver
5241,51,373,Auto driver
5241,52,290,Auto driver
5241,53,137,Auto driver
5241,54,470,Auto driver
5241,55,364,Auto driver
5241,56,73,Auto driver
5241,57,231,Auto driver
5241,58,148,Auto driver
5241,60,197,Auto driver
5241,61,638,Auto driver
5241,63,346,Auto driver
5241,64,158,Auto driver
5241,65,172,Auto driver
5241,66,184,Auto driver
5241,67,215,Auto driver
5241,68,167,Auto driver
5241,69,23,Auto driver
5241,71,201,Auto driver
5241,72,38,Auto driver
5241,73,15,Auto driver
5241,74,96,Auto driver
5241,76,103,Auto driver
5241,77,92,Auto driver
5241,80,43,Auto driver
5241,87,73,Auto driver
5241,99,173,Auto driver
5242,26,269,Auto driver
5242,29,134,Auto driver
5242,36,64,Auto driver
5242,40,64,Auto driver
5242,43,31,Auto driver
5242,45,262,Auto driver
5242,46,126,Auto driver
5242,50,269,Auto driver
5242,54,537,Auto driver
5242,87,48,Auto driver
5242,89,46,Auto driver
5243,47,230,Auto driver
5243,62,47,Auto driver
5244,18,101,Auto driver
5244,26,270,Auto driver
5244,30,172,Auto driver
5244,32,216,Auto driver
5244,33,251,Auto driver
5244,36,138,Auto driver
5244,37,857,Auto driver
5244,38,728,Auto driver
5244,40,56,Auto driver
5244,41,77,Auto driver
5244,42,163,Auto driver
5244,44,72,Auto driver
5244,45,31,Auto driver
5244,46,315,Auto driver
5244,47,159,Auto driver
5244,48,72,Auto driver
5244,50,115,Auto driver
5244,51,162,Auto driver
5244,52,54,Auto driver
5244,53,278,Auto driver
5244,54,125,Auto driver
5244,55,180,Auto driver
5244,56,90,Auto driver
5244,57,81,Auto driver
5244,69,140,Auto driver
5244,71,31,Auto driver
5244,73,364,Auto driver
5245,26,27,Auto driver
5245,28,13,Auto driver
5245,29,126,Auto driver
5245,30,126,Auto driver
5245,32,26,Auto driver
5245,33,126,Auto driver
5245,35,185,Auto driver
5245,38,146,Auto driver
5245,40,113,Auto driver
5245,44,78,Auto driver
5245,45,78,Auto driver
5245,51,88,Auto driver
5245,53,31,Auto driver
5245,55,31,Auto driver
5245,57,88,Auto driver
5245,77,57,Auto driver
5246,17,329,Auto driver
5246,21,315,Auto driver
5246,25,105,Auto driver
5246,27,105,Auto driver
5246,41,185,Auto driver
5246,45,92,Auto driver
5246,47,46,Auto driver
5246,48,623,Auto driver
5246,49,329,Auto driver
5246,50,158,Auto driver
5246,58,232,Auto driver
5246,59,19,Auto driver
5246,65,53,Auto driver
5246,66,38,Auto driver
5246,69,58,Auto driver
5246,70,58,Auto driver
5246,73,77,Auto driver
5246,78,77,Auto driver
5247,20,60,Auto driver
5247,22,60,Auto driver
5247,23,50,Auto driver
5247,24,60,Auto driver
5247,32,200,Auto driver
5247,41,28,Auto driver
5247,43,56,Auto driver
5247,44,122,Auto driver
5247,49,33,Auto driver
5247,52,110,Auto driver
5247,53,89,Auto driver
5247,54,138,Auto driver
5247,55,134,Auto driver
5247,56,78,Auto driver
5247,57,99,Auto driver
5247,61,85,Auto driver
5247,62,55,Auto driver
5247,63,91,Auto driver
5247,65,18,Auto driver
5247,67,36,Auto driver
5247,70,64,Auto driver
5247,71,77,Auto driver
5247,72,135,Auto driver
5247,73,16,Auto driver
5247,74,33,Auto driver
5247,75,35,Auto driver
5247,77,44,Auto driver
5247,87,33,Auto driver
5248,16,42,Auto driver
5248,17,208,Auto driver
5248,18,61,Auto driver
5248,22,64,Auto driver
5248,25,61,Auto driver
5248,27,290,Auto driver
5248,31,157,Auto driver
5248,33,32,Auto driver
5248,38,32,Auto driver
5248,40,64,Auto driver
5248,42,316,Auto driver
5248,44,138,Auto driver
5248,45,271,Auto driver
5248,46,288,Auto driver
5248,48,167,Auto driver
5248,51,115,Auto driver
5248,52,311,Auto driver
5248,53,126,Auto driver
5248,54,231,Auto driver
5248,55,275,Auto driver
5248,56,97,Auto driver
5248,57,136,Auto driver
5248,59,79,Auto driver
5248,60,173,Auto driver
5248,61,61,Auto driver
5248,62,38,Auto driver
5248,65,150,Auto driver
5248,68,89,Auto driver
5248,71,63,Auto driver
5248,72,75,Auto driver
5248,77,118,Auto driver
5248,78,81,Auto driver
5248,80,27,Auto driver
5248,82,25,Auto driver
5248,99,39,Auto driver
5249,23,102,Auto driver
5249,27,133,Auto driver
5249,33,72,Auto driver
5249,37,24,Auto driver
5249,43,63,Auto driver
5249,47,63,Auto driver
5249,51,51,Auto driver
5249,54,102,Auto driver
5249,55,95,Auto driver
5249,58,38,Auto driver
5250,21,79,Auto driver
5250,22,129,Auto driver
5250,23,133,Auto driver
5250,24,79,Auto driver
5250,40,36,Auto driver
5250,41,40,Auto driver
5250,45,126,Auto driver
5250,47,60,Auto driver
5250,48,174,Auto driver
5250,49,197,Auto driver
5250,50,221,Auto driver
5250,54,172,Auto driver
5250,68,24,Auto driver
5250,70,24,Auto driver
5251,57,76,Auto driver
5251,60,76,Auto driver
5251,78,51,Auto driver
5252,24,60,Auto driver
5252,43,123,Auto driver
5252,47,85,Auto driver
5252,50,57,Auto driver
5252,53,193,Auto driver
5252,56,385,Auto driver
5252,63,120,Auto driver
5252,64,40,Auto driver
5252,65,70,Auto driver
5252,66,68,Auto driver
5252,69,108,Auto driver
5252,70,34,Auto driver
5252,71,51,Auto driver
5252,76,69,Auto driver
5252,78,27,Auto driver
5252,79,53,Auto driver
5252,83,310,Auto driver
5252,84,27,Auto driver
5252,86,27,Auto driver
5252,90,53,Auto driver
5001,51,16,GO rail only
5033,40,192,GO rail only
5045,52,49,GO rail only
5047,39,49,GO rail only
5058,30,37,GO rail only
5061,49,34,GO rail only
5063,26,54,GO rail only
5065,58,56,GO rail only
5069,30,37,GO rail only
5071,52,35,GO rail only
5073,31,66,GO rail only
5073,45,31,GO rail only
5082,51,57,GO rail only
5084,45,43,GO rail only
5084,49,33,GO rail only
5086,38,38,GO rail only
5086,61,23,GO rail only
5088,55,67,GO rail only
5094,47,28,GO rail only
5096,27,28,GO rail only
5100,34,69,GO rail only
5100,46,45,GO rail only
5105,54,29,GO rail only
5105,61,25,GO rail only
5110,40,43,GO rail only
5113,59,42,GO rail only
5113,73,42,GO rail only
5114,41,57,GO rail only
5120,48,34,GO rail only
5129,54,16,GO rail only
5132,26,31,GO rail only
5137,60,73,GO rail only
5137,65,19,GO rail only
5149,28,67,GO rail only
5150,44,66,GO rail only
5150,45,7,GO rail only
5151,28,82,GO rail only
5151,45,59,GO rail only
5155,59,18,GO rail only
5158,47,48,GO rail only
5158,67,17,GO rail only
5161,50,48,GO rail only
5163,31,47,GO rail only
5167,34,41,GO rail only
5167,39,12,GO rail only
5167,41,24,GO rail only
5168,30,47,GO rail only
5171,29,47,GO rail only
5171,62,16,GO rail only
5172,24,39,GO rail only
5172,31,95,GO rail only
5172,54,64,GO rail only
5175,26,27,GO rail only
5177,52,34,GO rail only
5178,34,77,GO rail only
5179,24,47,GO rail only
5180,41,34,GO rail only
5186,46,17,GO rail only
5186,47,17,GO rail only
5187,58,42,GO rail only
5187,63,21,GO rail only
5191,30,117,GO rail only
5192,18,23,GO rail only
5192,25,33,GO rail only
5194,33,45,GO rail only
5196,34,33,GO rail only
5199,36,114,GO rail only
5199,37,32,GO rail only
5199,50,43,GO rail only
5200,31,28,GO rail only
5200,56,23,GO rail only
5201,45,17,GO rail only
5207,25,88,GO rail only
5207,47,38,GO rail only
5212,43,22,GO rail only
5215,46,51,GO rail only
5219,37,65,GO rail only
5223,39,17,GO rail only
5226,48,49,GO rail only
5226,54,51,GO rail only
5229,30,90,GO rail only
5229,37,80,GO rail only
5230,36,85,GO rail only
5230,41,64,GO rail only
5230,45,57,GO rail only
5230,49,41,GO rail only
5230,53,41,GO rail only
5231,53,39,GO rail only
5232,38,15,GO rail only
5233,63,38,GO rail only
5234,21,39,GO rail only
5234,44,68,GO rail only
5235,45,84,GO rail only
5235,56,23,GO rail only
5238,59,13,GO rail only
5239,55,56,GO rail only
5245,64,27,GO rail only
5246,47,92,GO rail only
5247,53,49,GO rail only
5248,39,69,GO rail only
5248,48,26,GO rail only
5248,52,17,GO rail only
5252,44,49,GO rail only
5041,46,14,Go rail and local transit
5045,27,26,Go rail and local transit
5058,30,37,Go rail and local transit
5059,59,12,Go rail and local transit
5060,49,174,Go rail and local transit
5065,54,146,Go rail and local transit
5065,57,35,Go rail and local transit
5068,25,48,Go rail and local transit
5071,23,37,Go rail and local transit
5073,55,106,Go rail and local transit
5076,73,16,Go rail and local transit
5078,15,17,Go rail and local transit
5079,59,29,Go rail and local transit
5086,22,74,Go rail and local transit
5104,26,45,Go rail and local transit
5104,66,42,Go rail and local transit
5105,45,22,Go rail and local transit
5122,39,49,Go rail and local transit
5122,53,45,Go rail and local transit
5123,22,37,Go rail and local transit
5129,28,68,Go rail and local transit
5130,30,74,Go rail and local transit
5132,23,18,Go rail and local transit
5133,26,63,Go rail and local transit
5133,33,62,Go rail and local transit
5141,28,15,Go rail and local transit
5141,37,73,Go rail and local transit
5144,36,177,Go rail and local transit
5150,41,155,Go rail and local transit
5155,51,15,Go rail and local transit
5157,41,37,Go rail and local transit
5157,70,24,Go rail and local transit
5161,38,58,Go rail and local transit
5163,33,58,Go rail and local transit
5163,62,24,Go rail and local transit
5163,68,23,Go rail and local transit
5164,24,40,Go rail and local transit
5164,31,16,Go rail and local transit
5167,39,12,Go rail and local transit
5168,24,70,Go rail and local transit
5171,27,47,Go rail and local transit
5171,62,16,Go rail and local transit
5176,29,41,Go rail and local transit
5176,32,23,Go rail and local transit
5179,41,38,Go rail and local transit
5179,45,34,Go rail and local transit
5181,41,46,Go rail and local transit
5186,37,17,Go rail and local transit
5188,29,46,Go rail and local transit
5191,25,24,Go rail and local transit
5192,18,23,Go rail and local transit
5194,33,45,Go rail and local transit
5195,28,56,Go rail and local transit
5195,49,24,Go rail and local transit
5200,56,23,Go rail and local transit
5201,30,52,Go rail and local transit
5202,52,52,Go rail and local transit
5206,60,63,Go rail and local transit
5219,54,11,Go rail and local transit
5229,49,15,Go rail and local transit
5230,40,47,Go rail and local transit
5231,29,27,Go rail and local transit
5231,53,39,Go rail and local transit
5232,32,51,Go rail and local transit
5232,56,32,Go rail and local transit
5241,23,58,Go rail and local transit
5244,29,43,Go rail and local transit
5246,73,19,Go rail and local transit
5057,50,108,Motorcycle
5068,20,77,Motorcycle
5069,38,60,Motorcycle
5150,49,402,Motorcycle
5154,42,36,Motorcycle
5157,33,64,Motorcycle
5158,60,48,Motorcycle
5161,33,75,Motorcycle
5166,49,36,Motorcycle
5170,39,92,Motorcycle
5170,42,46,Motorcycle
5179,67,39,Motorcycle
5186,64,108,Motorcycle
5200,74,57,Motorcycle
5216,53,30,Motorcycle
5237,67,29,Motorcycle
5046,46,26,Other
5059,59,12,Other
5069,81,73,Other
5078,81,32,Other
5089,55,64,Other
5100,26,39,Other
5100,27,39,Other
5101,70,15,Other
5104,86,48,Other
5110,49,73,Other
5130,66,58,Other
5135,84,22,Other
5151,51,129,Other
5154,24,224,Other
5159,46,82,Other
5181,60,96,Other
5192,60,20,Other
5195,52,54,Other
5200,67,67,Other
5202,23,279,Other
5202,89,24,Other
5212,22,32,Other
5239,43,41,Other
5240,55,26,Other
5247,32,49,Other
5001,18,197,Auto passenger
5001,59,40,Auto passenger
5002,11,74,Auto passenger
5002,12,76,Auto passenger
5002,16,110,Auto passenger
5002,21,171,Auto passenger
5002,54,171,Auto passenger
5002,58,56,Auto passenger
5002,64,285,Auto passenger
5002,69,80,Auto passenger
5002,71,149,Auto passenger
5002,72,80,Auto passenger
5002,77,98,Auto passenger
5003,19,50,Auto passenger
5003,30,19,Auto passenger
5003,45,41,Auto passenger
5003,90,21,Auto passenger
5004,54,406,Auto passenger
5004,55,119,Auto passenger
5004,64,117,Auto passenger
5004,73,155,Auto passenger
5005,12,543,Auto passenger
5005,14,142,Auto passenger
5005,16,47,Auto passenger
5005,17,368,Auto passenger
5005,19,136,Auto passenger
5005,25,353,Auto passenger
5005,33,100,Auto passenger
5005,39,136,Auto passenger
5005,40,94,Auto passenger
5005,45,154,Auto passenger
5005,49,35,Auto passenger
5006,57,27,Auto passenger
5007,12,83,Auto passenger
5007,37,68,Auto passenger
5007,40,248,Auto passenger
5007,71,93,Auto passenger
5007,82,38,Auto passenger
5008,15,95,Auto passenger
5008,17,95,Auto passenger
5008,64,37,Auto passenger
5009,16,86,Auto passenger
5009,59,81,Auto passenger
5009,68,93,Auto passenger
5009,70,124,Auto passenger
5009,81,19,Auto passenger
5011,66,40,Auto passenger
5012,19,62,Auto passenger
5012,80,16,Auto passenger
5016,61,79,Auto passenger
5020,11,55,Auto passenger
5020,12,94,Auto passenger
5020,14,55,Auto passenger
5020,15,88,Auto passenger
5020,16,20,Auto passenger
5020,41,94,Auto passenger
5020,45,88,Auto passenger
5030,15,43,Auto passenger
5030,17,43,Auto passenger
5030,82,20,Auto passenger
5032,12,172,Auto passenger
5032,13,81,Auto passenger
5032,16,84,Auto passenger
5032,20,50,Auto passenger
5032,46,60,Auto passenger
5032,51,143,Auto passenger
5032,56,212,Auto passenger
5032,60,39,Auto passenger
5032,64,66,Auto passenger
5033,11,139,Auto passenger
5033,13,331,Auto passenger
5033,15,192,Auto passenger
5033,36,150,Auto passenger
5033,68,78,Auto passenger
5035,60,63,Auto passenger
5036,12,12,Auto passenger
5036,13,431,Auto passenger
5036,16,518,Auto passenger
5036,18,74,Auto passenger
5036,47,222,Auto passenger
5036,49,148,Auto passenger
5036,64,50,Auto passenger
5036,68,81,Auto passenger
5038,58,85,Auto passenger
5041,11,132,Auto passenger
5041,12,136,Auto passenger
5041,13,105,Auto passenger
5041,15,137,Auto passenger
5041,18,30,Auto passenger
5041,21,16,Auto passenger
5041,55,70,Auto passenger
5041,57,85,Auto passenger
5041,60,136,Auto passenger
5041,61,43,Auto passenger
5041,63,30,Auto passenger
5041,65,51,Auto passenger
5041,69,168,Auto passenger
5041,77,250,Auto passenger
5044,12,71,Auto passenger
5044,15,30,Auto passenger
5044,21,100,Auto passenger
5044,32,166,Auto passenger
5044,37,71,Auto passenger
5044,51,185,Auto passenger
5044,54,181,Auto passenger
5045,16,75,Auto passenger
